tax:product_type,sku,post_title,post_status,visibility,tax_status,tax_class,stock_status,backorders,weight,length,width,height,regular_price,tax:product_cat,tax:product_shipping_class,parent_sku,upsell_skus,crosssell_skus,menu_order,Attribute 1 Name,Attribute 1 Value(s),Attribute 1 Data,Attribute 1 Global,Attribute 2 Name,Attribute 2 Value(s),Attribute 2 Data,Attribute 2 Global,Attribute 3 Name,Attribute 3 Value(s),Attribute 3 Data,Attribute 3 Global,Attribute 4 Name,Attribute 4 Value(s),Attribute 4 Data,Attribute 4 Global,Attribute 5 Name,Attribute 5 Value(s),Attribute 5 Data,Attribute 5 Global
variation,TT-01-ARESIL-M1-1KG,,publish,hidden,taxable,,instock,,1.00,,,,56.00,,,TT-01-ARESIL,,,,F_ClaveProdServ,11111701,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,1 Kg,0|1|1,0,Tipo,Malla 100-110,0|1|1,0
variation,TT-01-ARESIL-M2-1KG,,publish,hidden,taxable,,instock,,1.00,,,,54.00,,,TT-01-ARESIL,,,,F_ClaveProdServ,11111701,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,1 Kg,0|1|1,0,Tipo,Malla 120,0|1|1,0
variation,TT-01-ARESIL-M3-1KG,,publish,hidden,taxable,,instock,,1.00,,,,34.00,,,TT-01-ARESIL,,,,F_ClaveProdServ,11111701,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,1 Kg,0|1|1,0,Tipo,Malla 325,0|1|1,0
variation,TT-01-ARESIL-M4-1KG,,publish,hidden,taxable,,instock,,1.00,,,,46.00,,,TT-01-ARESIL,,,,F_ClaveProdServ,11111701,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,1 Kg,0|1|1,0,Tipo,Malla 40-50,0|1|1,0
variation,TT-01-ARESIL-M5-1KG,,publish,hidden,taxable,,instock,,1.00,,,,46.00,,,TT-01-ARESIL,,,,F_ClaveProdServ,11111701,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,1 Kg,0|1|1,0,Tipo,Malla 50,0|1|1,0
variation,TT-01-ARESIL-M6-1KG,,publish,hidden,taxable,,instock,,1.00,,,,46.00,,,TT-01-ARESIL,,,,F_ClaveProdServ,11111701,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,1 Kg,0|1|1,0,Tipo,Malla 60-70,0|1|1,0
variation,TT-01-ARESIL-M8-1KG,,publish,hidden,taxable,,instock,,1.00,,,,44.00,,,TT-01-ARESIL,,,,F_ClaveProdServ,11111701,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,1 Kg,0|1|1,0,Tipo,Malla 80-90,0|1|1,0
variable,TT-01-ARESIL,Arena Sílica,publish,visible,taxable,,,,,,,,,Cargas,,,,,,,,,,,,,,,,,,,,,,,,,
variation,TT-01-BETJUD-1KG,,publish,hidden,taxable,,outofstock,,1.00,,,,710.00,,,TT-01-BETJUD,,,,F_ClaveProdServ,11111500,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,1 Kg,0|1|1,0,,,,
variation,TT-01-BETJUD-50G,,publish,hidden,taxable,,instock,,0.05,,,,45.00,,,TT-01-BETJUD,,,,F_ClaveProdServ,11111500,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,50 g,0|1|1,0,,,,
variable,TT-01-BETJUD,Betún de Judea,publish,visible,taxable,,,,,,,,,Cargas,,,,,,,,,,,,,,,,,,,,,,,,,
variation,TT-01-BLACUB-1KG,,publish,hidden,taxable,,instock,,1.00,,,,300.00,,,TT-01-BLACUB,,,,F_ClaveProdServ,12352100,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,1 Kg,0|1|1,0,,,,
variation,TT-01-BLACUB-12KG,,publish,hidden,taxable,,instock,,0.50,,,,150.00,,,TT-01-BLACUB,,,,F_ClaveProdServ,12352100,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,1/2 Kg,0|1|1,0,,,,
variable,TT-01-BLACUB,Blanco Cubriente,publish,visible,taxable,,,,,,,,,Cargas,,,,,,,,,,,,,,,,,,,,,,,,,
simple,TT-01-BLABAR-50G,Blanco de Barita,publish,visible,taxable,,instock,,0.05,,,,55.00,Cargas,,,,,,F_ClaveProdServ,12352100,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,50 g,0|1|1,0,,,,
variation,TT-01-BLAPLA-1KG,,publish,hidden,taxable,,outofstock,,1.00,,,,6085.00,,,TT-01-BLAPLA,,,,F_ClaveProdServ,12352100,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,1 Kg,0|1|1,0,,,,
variation,TT-01-BLAPLA-12KG,,publish,hidden,taxable,,instock,,0.50,,,,3040.00,,,TT-01-BLAPLA,,,,F_ClaveProdServ,12352100,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,1/2 Kg,0|1|1,0,,,,
variation,TT-01-BLAPLA-110ML,,publish,hidden,taxable,,instock,,0.14,,,,895.00,,,TT-01-BLAPLA,,,,F_ClaveProdServ,12352100,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,110 ml,0|1|1,0,,,,
variation,TT-01-BLAPLA-30ML,,publish,hidden,taxable,,instock,,0.04,,,,260.00,,,TT-01-BLAPLA,,,,F_ClaveProdServ,12352100,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,30 ml,0|1|1,0,,,,
variable,TT-01-BLAPLA,Blanco de Plata,publish,visible,taxable,,,,,,,,,Cargas,,,,,,,,,,,,,,,,,,,,,,,,,
variation,TT-01-BLATIT-1KG,,publish,hidden,taxable,,instock,,1.00,,,,244.00,,,TT-01-BLATIT,,,,F_ClaveProdServ,12352100,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,1 Kg,0|1|1,0,,,,
variation,TT-01-BLATIT-12KG,,publish,hidden,taxable,,instock,,0.50,,,,122.00,,,TT-01-BLATIT,,,,F_ClaveProdServ,12352100,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,1/2 Kg,0|1|1,0,,,,
variable,TT-01-BLATIT,Blanco de Titanio,publish,visible,taxable,,,,,,,,,Cargas,,,,,,,,,,,,,,,,,,,,,,,,,
variation,TT-01-BLAZIN-1KG,,publish,hidden,taxable,,instock,,1.00,,,,284.00,,,TT-01-BLAZIN,,,,F_ClaveProdServ,12352100,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,1 Kg,0|1|1,0,,,,
variation,TT-01-BLAZIN-12KG,,publish,hidden,taxable,,instock,,0.50,,,,142.00,,,TT-01-BLAZIN,,,,F_ClaveProdServ,12352100,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,1/2 Kg,0|1|1,0,,,,
variable,TT-01-BLAZIN,Blanco de Zinc,publish,visible,taxable,,,,,,,,,Cargas,,,,,,,,,,,,,,,,,,,,,,,,,
variation,TT-01-BOLARM-1KG,,publish,hidden,taxable,,instock,,1.00,,,,588.00,,,TT-01-BOLARM,,,,F_ClaveProdServ,11111800,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,1 Kg,0|1|1,0,,,,
variation,TT-01-BOLARM-12KG,,publish,hidden,taxable,,instock,,0.50,,,,294.00,,,TT-01-BOLARM,,,,F_ClaveProdServ,11111800,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,1/2 Kg,0|1|1,0,,,,
variable,TT-01-BOLARM,Bold Armenia,publish,visible,taxable,,,,,,,,,Cargas,,,,,,,,,,,,,,,,,,,,,,,,,
simple,TT-01-BOLCHA-30ML,Bolognia Chalk,publish,visible,taxable,,instock,,0.02,,,,250.00,Cargas,,,,,,F_ClaveProdServ,12352100,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,30 ml,0|1|1,0,,,,
variation,TT-01-CAOING-1KG,,publish,hidden,taxable,,instock,,1.00,,,,100.00,,,TT-01-CAOING,,,,F_ClaveProdServ,11111803,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,1 Kg,0|1|1,0,,,,
variation,TT-01-CAOING-12KG,,publish,hidden,taxable,,instock,,0.50,,,,50.00,,,TT-01-CAOING,,,,F_ClaveProdServ,11111803,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,1/2 Kg,0|1|1,0,,,,
variable,TT-01-CAOING,Caolín Inglés,publish,visible,taxable,,,,,,,,,Cargas,,,,,,,,,,,,,,,,,,,,,,,,,
variation,TT-01-CARCAL-1KG,,publish,hidden,taxable,,instock,,1.00,,,,70.00,,,TT-01-CARCAL,,,,F_ClaveProdServ,51171501,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,1 Kg,0|1|1,0,,,,
variation,TT-01-CARCAL-12KG,,publish,hidden,taxable,,instock,,0.50,,,,35.00,,,TT-01-CARCAL,,,,F_ClaveProdServ,51171501,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,1/2 Kg,0|1|1,0,,,,
variable,TT-01-CARCAL,Carbonato de Calcio,publish,visible,taxable,,,,,,,,,Cargas,,,,,,,,,,,,,,,,,,,,,,,,,
variation,TT-01-CASEIN-1KG,,publish,hidden,taxable,,outofstock,,1.00,,,,675.00,,,TT-01-CASEIN,,,,F_ClaveProdServ,50131700,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,1 Kg,0|1|1,0,,,,
variation,TT-01-CASEIN-14KG,,publish,hidden,taxable,,instock,,0.25,,,,165.00,,,TT-01-CASEIN,,,,F_ClaveProdServ,50131700,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,1/4 Kg,0|1|1,0,,,,
variable,TT-01-CASEIN,Caseína,publish,visible,taxable,,,,,,,,,Cargas,,,,,,,,,,,,,,,,,,,,,,,,,
variation,TT-01-COCOAA-1KG,,publish,hidden,taxable,,outofstock,,1.00,,,,700.00,,,TT-01-COCOAA,,,,F_ClaveProdServ,50192404,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,1 Kg,0|1|1,0,,,,
variation,TT-01-COCOAA-12KG,,publish,hidden,taxable,,instock,,0.50,,,,350.00,,,TT-01-COCOAA,,,,F_ClaveProdServ,50192404,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,1/2 Kg,0|1|1,0,,,,
variable,TT-01-COCOAA,Cola de Conejo AAA,publish,visible,taxable,,,,,,,,,Cargas,,,,,,,,,,,,,,,,,,,,,,,,,
variation,TT-01-DEXBLA-1KG,,publish,hidden,taxable,,instock,,1.00,,,,250.00,,,TT-01-DEXBLA,,,,F_ClaveProdServ,51191601,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,1 Kg,0|1|1,0,,,,
variation,TT-01-DEXBLA-12KG,,publish,hidden,taxable,,instock,,0.50,,,,125.00,,,TT-01-DEXBLA,,,,F_ClaveProdServ,51191601,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,1/2 Kg,0|1|1,0,,,,
variable,TT-01-DEXBLA,Dextrína Blanca,publish,visible,taxable,,,,,,,,,Cargas,,,,,,,,,,,,,,,,,,,,,,,,,
variation,TT-01-ESTALU-1KG,,publish,hidden,taxable,,outofstock,,1.00,,,,565.00,,,TT-01-ESTALU,,,,F_ClaveProdServ,12164503,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,1 Kg,0|1|1,0,,,,
variation,TT-01-ESTALU-14KG,,publish,hidden,taxable,,instock,,0.25,,,,140.00,,,TT-01-ESTALU,,,,F_ClaveProdServ,12164503,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,1/4 Kg,0|1|1,0,,,,
variable,TT-01-ESTALU,Estearato de Aluminio,publish,visible,taxable,,,,,,,,,Cargas,,,,,,,,,,,,,,,,,,,,,,,,,
variation,TT-01-MACEFI-1KG,,publish,hidden,taxable,,instock,,1.00,,,,,,,TT-01-MACEFI,,,,F_ClaveProdServ,11111700,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,1 Kg,0|1|1,0,,,,
variation,TT-01-MACEFI-12KG,,publish,hidden,taxable,,instock,,0.50,,,,,,,TT-01-MACEFI,,,,F_ClaveProdServ,11111700,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,1/2 Kg,0|1|1,0,,,,
variable,TT-01-MACEFI,Mármol Cero Fino,publish,visible,taxable,,,,,,,,,Cargas,,,,,,,,,,,,,,,,,,,,,,,,,
variation,TT-01-POLMAR-1KG,,publish,hidden,taxable,,instock,,1.00,,,,,,,TT-01-POLMAR,,,,F_ClaveProdServ,11111700,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,1 Kg,0|1|1,0,,,,
variation,TT-01-POLMAR-12KG,,publish,hidden,taxable,,instock,,0.50,,,,,,,TT-01-POLMAR,,,,F_ClaveProdServ,11111700,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,1/2 Kg,0|1|1,0,,,,
variable,TT-01-POLMAR,Polvo de Mármol,publish,visible,taxable,,,,,,,,,Cargas,,,,,,,,,,,,,,,,,,,,,,,,,
variation,TT-01-POPIPO-1KG,,publish,hidden,taxable,,instock,,1.00,,,,110.00,,,TT-01-POPIPO,,,,F_ClaveProdServ,11111610,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,1 Kg,0|1|1,0,,,,
variation,TT-01-POPIPO-12KG,,publish,hidden,taxable,,instock,,0.50,,,,55.00,,,TT-01-POPIPO,,,,F_ClaveProdServ,11111610,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,1/2 Kg,0|1|1,0,,,,
variable,TT-01-POPIPO,Polvo de Piedra Pomex,publish,visible,taxable,,,,,,,,,Cargas,,,,,,,,,,,,,,,,,,,,,,,,,
simple,TT-02-AMONIA-75ML,Amoniaco,publish,visible,taxable,,instock,,0.07,,,,55.00,Aglutinantes - Ceras - Esencias,,,,,,F_ClaveProdServ,12142110,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,75 ml,0|1|1,0,,,,
simple,TT-02-BALCAN-50GR,Bálsamo de Canadá,publish,visible,taxable,,instock,,0.05,,,,545.00,Aglutinantes - Ceras - Esencias,,,,,,F_ClaveProdServ,12181600,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,50 gr,0|1|1,0,,,,
variation,TT-02-CAPBLA-1KG,,publish,hidden,taxable,,instock,,1.00,,,,600.00,,,TT-02-CAPBLA,,,,F_ClaveProdServ,12181502,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,1 Kg,0|1|1,0,,,,
variation,TT-02-CAPBLA-12KG,,publish,hidden,taxable,,instock,,0.50,,,,300.00,,,TT-02-CAPBLA,,,,F_ClaveProdServ,12181502,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,1/2 Kg,0|1|1,0,,,,
variable,TT-02-CAPBLA,Cera de Abeja Pura Blanca,publish,visible,taxable,,,,,,,,,Aglutinantes - Ceras - Esencias,,,,,,,,,,,,,,,,,,,,,,,,,
simple,TT-02-ESECLA-50ML,Esencia de Clavo,publish,visible,taxable,,instock,,0.05,,,,170.00,Aglutinantes - Ceras - Esencias,,,,,,F_ClaveProdServ,12164503,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,50 ml,0|1|1,0,,,,
simple,TT-02-ESELAV-100ML,Esencia de Lavanda,publish,visible,taxable,,instock,,0.10,,,,385.00,Aglutinantes - Ceras - Esencias,,,,,,F_ClaveProdServ,12164503,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,100 ml,0|1|1,0,,,,
variation,TT-02-ESETRE-1000ML,,publish,hidden,taxable,,instock,,1.00,,,,330.00,,,TT-02-ESETRE,,,,F_ClaveProdServ,31211800,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,1000 ml,0|1|1,0,,,,
variation,TT-02-ESETRE-500ML,,publish,hidden,taxable,,instock,,0.50,,,,160.00,,,TT-02-ESETRE,,,,F_ClaveProdServ,31211800,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,500 ml,0|1|1,0,,,,
variable,TT-02-ESETRE,Esencia de Trementina,publish,visible,taxable,,,,,,,,,Aglutinantes - Ceras - Esencias,,,,,,,,,,,,,,,,,,,,,,,,,
simple,TT-02-FORMOL-75ML,Formol,publish,visible,taxable,,instock,,0.07,,,,55.00,Aglutinantes - Ceras - Esencias,,,,,,F_ClaveProdServ,51102708,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,75 ml,0|1|1,0,,,,
simple,TT-02-GLICER-75ML,Glicerina,publish,visible,taxable,,instock,,0.09,,,,65.00,Aglutinantes - Ceras - Esencias,,,,,,F_ClaveProdServ,51171608,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,75 ml,0|1|1,0,,,,
simple,TT-02-SECCOB-75ML,Secativo de Cobalto,publish,visible,taxable,,instock,,0.08,,,,80.00,Aglutinantes - Ceras - Esencias,,,,,,F_ClaveProdServ,12181600,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,75 ml,0|1|1,0,,,,
simple,TT-02-TREVEN-110ML,Trementina de Venecia,publish,visible,taxable,,instock,,0.11,,,,400.00,Aglutinantes - Ceras - Esencias,,,,,,F_ClaveProdServ,51212000,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,110 ml,0|1|1,0,,,,
variation,TT-03-BAGRMO-FL-1000ML,,publish,hidden,taxable,,outofstock,,1.25,,,,1324.00,,,TT-03-BAGRMO-FL,,,,F_ClaveProdServ,31211707,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,1000 ml,0|1|1,0,Tipo,Fluida,0|1|1,0
variation,TT-03-BAGRMO-FL-125ML,,publish,hidden,taxable,,instock,,0.16,,,,182.00,,,TT-03-BAGRMO-FL,,,,F_ClaveProdServ,31211707,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,125 ml,0|1|1,0,Tipo,Fluida,0|1|1,0
variation,TT-03-BAGRMO-FL-250ML,,publish,hidden,taxable,,instock,,0.31,,,,342.00,,,TT-03-BAGRMO-FL,,,,F_ClaveProdServ,31211707,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,250 ml,0|1|1,0,Tipo,Fluida,0|1|1,0
variable,TT-03-BAGRMO-FL,Barniceta Grosso Modo - Fluida,publish,visible,taxable,,,,,,,,,Medios Profesionales > Barnicetas,,,,,,,,,,,,,,,,,,,,,,,,,
variation,TT-03-BAGRMO-UN-1000ML,,publish,hidden,taxable,,outofstock,,1.70,,,,1954.00,,,TT-03-BAGRMO-UN,,,,F_ClaveProdServ,31211707,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,1000 ml,0|1|1,0,Tipo,Untuosa,0|1|1,0
variation,TT-03-BAGRMO-UN-110ML,,publish,hidden,taxable,,instock,,0.19,,,,228.00,,,TT-03-BAGRMO-UN,,,,F_ClaveProdServ,31211707,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,110 ml,0|1|1,0,Tipo,Untuosa,0|1|1,0
variation,TT-03-BAGRMO-UN-250ML,,publish,hidden,taxable,,instock,,0.42,,,,494.00,,,TT-03-BAGRMO-UN,,,,F_ClaveProdServ,31211707,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,250 ml,0|1|1,0,Tipo,Untuosa,0|1|1,0
variable,TT-03-BAGRMO-UN,Barniceta Grosso Modo - Untuosa,publish,visible,taxable,,,,,,,,,Medios Profesionales > Barnicetas,,,,,,,,,,,,,,,,,,,,,,,,,
variation,TT-03-BGMREN-UN-1000ML,,publish,hidden,taxable,,outofstock,,,,,,,,,TT-03-BGMREN-UN,,,,F_ClaveProdServ,31211707,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,1000 ml,0|1|1,0,Tipo,Untuosa,0|1|1,0
variation,TT-03-BGMREN-UN-125ML,,publish,hidden,taxable,,outofstock,,,,,,,,,TT-03-BGMREN-UN,,,,F_ClaveProdServ,31211707,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,125 ml,0|1|1,0,Tipo,Untuosa,0|1|1,0
variation,TT-03-BGMREN-UN-250ML,,publish,hidden,taxable,,outofstock,,,,,,,,,TT-03-BGMREN-UN,,,,F_ClaveProdServ,31211707,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,250 ml,0|1|1,0,Tipo,Untuosa,0|1|1,0
variable,TT-03-BGMREN-UN,Barniceta Grosso Modo Renacentista - Untuosa,publish,visible,taxable,,,,,,,,,Medios Profesionales > Barnicetas,,,,,,,,,,,,,,,,,,,,,,,,,
variation,TT-03-BGMSEC-FL-1000ML,,publish,hidden,taxable,,outofstock,,0.79,,,,1112.00,,,TT-03-BGMSEC-FL,,,,F_ClaveProdServ,31211707,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,1000 ml,0|1|1,0,Tipo,Fluida,0|1|1,0
variation,TT-03-BGMSEC-FL-125ML,,publish,hidden,taxable,,instock,,0.10,,,,156.00,,,TT-03-BGMSEC-FL,,,,F_ClaveProdServ,31211707,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,125 ml,0|1|1,0,Tipo,Fluida,0|1|1,0
variation,TT-03-BGMSEC-FL-250ML,,publish,hidden,taxable,,instock,,0.20,,,,288.00,,,TT-03-BGMSEC-FL,,,,F_ClaveProdServ,31211707,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,250 ml,0|1|1,0,Tipo,Fluida,0|1|1,0
variable,TT-03-BGMSEC-FL,Barniceta Grosso Modo Secante - Fluida,publish,visible,taxable,,,,,,,,,Medios Profesionales > Barnicetas,,,,,,,,,,,,,,,,,,,,,,,,,
variation,TT-03-BGMSEC-UN-1000ML,,publish,hidden,taxable,,outofstock,,0.94,,,,1548.00,,,TT-03-BGMSEC-UN,,,,F_ClaveProdServ,31211707,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,1000 ml,0|1|1,0,Tipo,Untuosa,0|1|1,0
variation,TT-03-BGMSEC-UN-125ML,,publish,hidden,taxable,,instock,,0.12,,,,210.00,,,TT-03-BGMSEC-UN,,,,F_ClaveProdServ,31211707,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,125 ml,0|1|1,0,Tipo,Untuosa,0|1|1,0
variation,TT-03-BGMSEC-UN-250ML,,publish,hidden,taxable,,instock,,0.24,,,,398.00,,,TT-03-BGMSEC-UN,,,,F_ClaveProdServ,31211707,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,250 ml,0|1|1,0,Tipo,Untuosa,0|1|1,0
variable,TT-03-BGMSEC-UN,Barniceta Grosso Modo Secante - Untuosa,publish,visible,taxable,,,,,,,,,Medios Profesionales > Barnicetas,,,,,,,,,,,,,,,,,,,,,,,,,
variation,TT-03-BGMVEN-FL-1000ML,,publish,hidden,taxable,,outofstock,,1.27,,,,3352.00,,,TT-03-BGMVEN-FL,,,,F_ClaveProdServ,31211707,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,1000 ml,0|1|1,0,Tipo,Fluida,0|1|1,0
variation,TT-03-BGMVEN-FL-125ML,,publish,hidden,taxable,,instock,,0.16,,,,454.00,,,TT-03-BGMVEN-FL,,,,F_ClaveProdServ,31211707,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,125 ml,0|1|1,0,Tipo,Fluida,0|1|1,0
variation,TT-03-BGMVEN-FL-250ML,,publish,hidden,taxable,,instock,,0.32,,,,858.00,,,TT-03-BGMVEN-FL,,,,F_ClaveProdServ,31211707,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,250 ml,0|1|1,0,Tipo,Fluida,0|1|1,0
variable,TT-03-BGMVEN-FL,Barniceta Grosso Modo Veneciana - Fluida,publish,visible,taxable,,,,,,,,,Medios Profesionales > Barnicetas,,,,,,,,,,,,,,,,,,,,,,,,,
variation,TT-03-BGMVEN-UN-1000ML,,publish,hidden,taxable,,outofstock,,1.32,,,,3906.00,,,TT-03-BGMVEN-UN,,,,F_ClaveProdServ,31211707,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,1000 ml,0|1|1,0,Tipo,Untuosa,0|1|1,0
variation,TT-03-BGMVEN-UN-125ML,,publish,hidden,taxable,,instock,,0.16,,,,522.00,,,TT-03-BGMVEN-UN,,,,F_ClaveProdServ,31211707,0|0|0,0,F_Unidad,Pieza,0|0|0,0,F_ClaveUnidad,H87,0|0|0,0,Presentación,125 ml,0|1|1,0,Tipo,Untuosa,0|1|1,0
